Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,42.0,50.0,270900.0,270944.0,,17.0,50926.61588346888,,76.0,108.0,1687.0,1.0,0.0,80.0,0.0498,62899.03624688226,0.1818,0.0047,0.4706,1.0,1.0,2.4265,0.9031,1.6435,0.8182,-0.2913,17330.74214445366,0
1332,979.0,57157.07021546747,891060.0,13926.425637045913,64618.88081876996,18.0,19.0,12543.0,,132.0,20311.221200275853,0.0,,40.0,25708.167387332083,64304.61822249283,0.5263,,20900.499705787166,5572.601794862275,1.0,2.0294,1.0,1.2787,0.4737,-0.0842,48531.27233976333,6
1102,10.0,17.0,783146.0,783156.0,51.0,,10.0,5141.0,93.0,116.0,1364.0,85061.58852112472,83224.48389227258,185.0,0.0147,0.2714,0.7,0.0051,68800.5187659058,1.0,1.0,1.7076,0.8451,1.0,0.3,14839.467428806507,0.1753,5
1109,42069.16592615951,957.0,852041.0,852053.0,63.0,9.0,,7758.0,115.0,141.0,1360.0,89981.29285792737,,175.0,40912.655818654086,,0.5833,0.0052,0.7778,7970.435546547017,1.0,99917.17128899181,26149.993474613042,1.0792,0.4167,-0.038,0.1892,5
83,76563.85371248577,1335.0,48158.70816083898,126958.0,40.0,11.0,7.0,4014.0,89.0,111.0,39203.009912567,0.0,1.0,60.0,38429.07828326675,0.2857,0.875,0.0059,33112.588696630104,1.0,79318.6718743819,,,0.8451,-0.125,18583.766564318128,,0
1761,79.0,86.0,2887095.0,2887114.0,87677.11464355682,17.0,69168.07276627386,9690.0,,123.0,1350.0,1.0,0.0,19466.090899104227,0.117,0.3534,0.3684,0.0052,0.4118,50641.00302069759,15332.642110089811,1.9345,0.8451,27592.11919721454,0.6316,-0.1197,44917.698439892454,6
677,130.0,,74524.44191379506,2638062.0,1685.0,18105.46659618457,101.0,208514.0,115.0,135.0,1358.0,0.0,1.0,40.0,0.1915,0.5314,0.9355,0.0427,63176.685157721826,,81088.73236099418,5590.69802204275,92266.5833383858,79186.05401130226,705.5623364398356,-0.0332,1.0,2
1408,1043.0,1053.0,1082240.0,1082248.0,64.0,12.0,88886.40054231344,33385.17268857224,97.0,132.0,1687.0,1.0,0.0,80.0,0.7516,0.2,21530.274990125232,0.0059,,390.27696769404764,0.0,1.8062,1.0,47804.186227389015,,37812.33034960102,0.1852,6
1047,1224.0,1237.0,812031.0,812044.0,137.0,16.0,31981.040183099052,14536.0,81.0,128.0,1626.0,1.0,0.0,70.0,0.4785,0.1893,,0.008,,1.0,0.5,2.1367,1.1139,1.1139,0.0,-0.1711,0.2914,5
771,323.0,94829.9717688097,44415.84732220848,367330.0,25577.554749310515,11.0,7.0,3576.0,120.0,135.0,1358.0,0.0,,39185.55568767464,0.4757,0.5758,0.5454,0.0081,1.0,0.8571,0.0,1.4472,1.0414,0.7782,-0.4545,-0.0022,0.1715,3
1180,1598.0,1610.0,1569522.0,1569536.0,125.0,14.0,14.0,12047.0,73.0,125.0,85473.00853830748,1.0,85523.25930327854,70.0,0.0924,10232.17863252528,77422.90836743174,87656.80426638304,0.8571,1.0,,14542.20366250355,1.0792,1.1461,0.1429,-0.2471,0.2901,5
1240,,1145.0,,95846.46130054012,574.0,35.0,,34618.5835555532,89.0,126.0,1358.0,,,82042.24447027157,0.3137,0.3247,0.7353,25150.712277545794,0.7143,49725.144177451795,1.0,96583.86819972612,1.3979,1.5315,0.2647,-0.125,24685.882400748505,5
1641,88735.4547049314,472.0,10369596.0,10369620.0,57409.04270856737,17.0,24.0,17768.0,105.0,132.0,1360.0,,1.0,40.0,0.6794,0.375,0.4167,0.0074,0.5882,1.0,1.0,2.1761,1.0,1.3802,0.5833,-0.0746,0.3977,6
1445,41888.24450058568,818.0,447943.0,447992.0,1222.0,77.0,54.0,63989.112191986584,87345.82889866919,116.0,1654.0,1.0,61725.63092227075,80.0,0.9383,0.4062,0.8571,0.0254,0.5454,0.9074,1.0,3.0871,1.6233,1.6902,0.1429,-0.2824,1.0,6
405,41.0,222.0,592614.0,592819.0,17887.0,,57051.82274620495,2156667.0,21.0,11766.41196313315,1400.0,0.0,76871.48172038225,40.0,0.0586,0.5179,0.8829,0.1293,0.2539,0.4576,18519.59555046799,4.2525,2.2577,,73781.33192356993,-0.058,,2
1677,484.0,93042.05039596763,1466087.0,1466141.0,1241.0,183.0,34070.81802116709,22191.0,0.0,37.0,1650.0,1.0,0.0,35272.09643204976,0.5867,0.6763,0.7606,0.043,0.388,15713.662120983528,73946.18133900258,95347.11724683993,1.8513,59492.52018475737,-0.2394,-0.8603,1.0,6
1256,86050.81028098307,,313348.0,313360.0,119.0,16.0,29575.141408218686,10350.0,56.0,,,1.0,0.0,80.0,,0.1736,1.0,0.0088,0.75,1.0,0.5,2.0756,1.0792,1.0792,20068.809486308226,-0.3205,94628.10100094254,5
1317,77112.6043752464,1158.0,113260.0,113277.0,45009.98854363629,26.0,17.0,,117.0,140.0,1372.0,0.0,1.0,40.0,,0.4958,0.8235,0.0102,0.5385,1.0,1.0,2.0792,1.1461,1.2305,0.1765,-0.0139,0.3945,6
105,1579.0,94296.71617194018,562576.0,562633.0,515.0,32.0,,41622.0,46.0,108.0,,0.0,1.0,125.0,0.049,,0.2281,0.008,0.4063,,18975.689587109457,2.7118,1.1139,,0.7719,-0.3686,0.9491,0
689,50976.90145179152,183.0,2811847.0,2811861.0,219.0,43.0,21.0,26683.0,,134.0,1358.0,0.0,1.0,,0.2194,0.5399,44852.83466730897,0.025,8153.094581641307,0.6667,,2.3404,1.5315,1.1461,-0.5882,-0.0481,0.761,2
1263,68.0,80.0,3859251.0,79109.90705976222,32446.032364050938,15.0,15.0,12193.0,56.0,126.0,10699.26876165327,1.0,0.0,200.0,0.0997,99396.2407135399,0.8,8649.158728396722,,1.0,1.0,2.1553,30496.58750367914,1.1761,11550.56816878144,-0.3339,42345.777665758564,5
827,1328.0,1334.0,1772580.0,1772598.0,64.0,6090.394737821325,19.0,7486.0,111.0,126.0,,0.0,1.0,40.0,0.0353,,52590.879782063595,79572.35134394743,0.4286,45907.13464615377,1.0,1.8062,0.7782,1.2553,0.6667,,0.215,4
63,626.0,635.0,2071945.0,2071956.0,76.0,,,8063.0,84.0,126.0,1362.0,1.0,,120.0,21332.975492963524,96219.60492052081,0.8182,0.0066,0.6429,1.0,1.0,1.8808,22172.733418936175,1.0414,0.1818,-0.1712,0.2051,0
853,621.0,632.0,2086004.0,17391.142984674123,733.0,75.0,112.0,81625.0,,127.0,1364.0,0.0,1.0,35063.606047845875,0.9106,17685.781774525512,0.0982,0.0081,0.1467,1.0,61443.29634304645,2.8651,1.0414,2.0492,0.9018,,0.998,4
1310,,1351.0,46714.0,46725.0,56.0,11.0,,75049.49792172253,90.0,117.0,1362.0,,0.0,70.0,0.0161,,0.7273,78871.55820935917,0.7273,,48993.82225805663,1.7482,0.9031,2362.35383097263,68933.53234170676,-0.2007,0.1934,6
224,61.0,50482.023438620185,,1036161.0,265.0,47.0,62319.80346953946,26694.0,86.0,116.0,1356.0,1.0,0.0,70.0,0.09,59274.59724919238,,0.0125,80313.59987958861,0.875,1.0,2.4232,13500.211361625214,,0.5143,-0.213,67548.54371779175,1
146,450.0,466.0,11741476.0,11741833.0,71560.44545548185,221.0,357.0,30187.53064249775,24269.22700593459,133.0,,0.0,1.0,61549.9809125308,0.6618,1013.6895278042068,70435.07301136015,1863.0081212364646,0.0724,,86195.49691981157,3.521,1.2041,2.5527,92000.62782612258,-0.1436,1.0,0
1089,,90822.40761616104,228293.0,228336.0,,39.0,43.0,44484.0,121.0,26786.095730603065,19733.326117755456,0.0,1.0,40.0,0.8399,0.3392,0.2791,0.0088,0.3077,62742.69945383008,1.0,2.5327,1.0792,1.6335,0.7209,0.0192,0.8061,5
374,919.0,,561832.0,561842.0,88.0,11.0,,84485.86391124195,134.0,183.0,52784.667708920344,0.0,1.0,40.0,0.659,35025.25748797272,379.72450239288634,0.0079,1.0,1.0,0.0,1.9445,1.0414,71797.41220413966,-0.0909,0.2907,,2
1377,50320.621126015416,998.0,97454.86033274079,4601217.0,23413.631860036454,705.0,92896.15842013039,1290423.0,78.0,66085.31332968672,1358.0,,0.0,100.0,,0.4035,0.0486,0.4698,0.905,18373.999348238278,0.0,4.0718,2.8048,91514.77740567739,60316.52311551562,-0.1454,1.0,6
1143,559.0,592.0,274608.0,274631.0,,52.0,41.0,54324.0,103.0,134.0,1694.0,1.0,0.0,80.0,0.66,0.3939,0.697,,0.6346,0.561,,2.6628,,1.3617,-0.303,28089.899027559397,0.9546,5
1774,837.0,,753061.0,17153.320290415,212.0,95914.26490889728,,,119.0,142.0,1364.0,0.0,1.0,6786.430986233072,0.7273,0.7558,0.9032,0.0227,0.5536,0.7568,0.0,,24381.625250745885,1.4472,12661.71189913522,56986.07107974609,0.9775,6
1451,171.0,182.0,1804039.0,81529.02844792214,69.0,12.0,912.3613625159344,8210.0,99.0,143.0,1688.0,1.0,0.0,100.0,0.2026,0.303,67226.36225812908,0.0065,,1.0,0.0,1.8389,1.0414,0.9542,-0.1818,-0.0704,0.2051,6
1556,29839.902373261695,1332.0,1508691.0,1508724.0,74.0,12.0,33.0,,112.0,29447.190787453936,,0.0,1.0,97474.9764772714,0.0296,82143.86116080651,0.0909,0.0022,92602.58192646735,1.0,,1.8692,0.4771,1.5185,0.9091,45131.619525718444,0.2051,6
1230,48822.3518027413,,4348498.0,38800.315824838224,87712.61454520306,37444.255735469356,28.0,,102.0,134.0,1362.0,1.0,0.0,80.0,0.4493,0.6756,,0.0184,0.5682,0.6429,0.0,2.1644,1.3979,1.2553,-0.28,,74348.3817250729,5
10,,90.0,779144.0,779308.0,75156.84857752232,46.0,167.0,26912.971684893884,53.0,143.0,1687.0,0.0,6135.548296816473,150.0,0.0877,0.4261,0.0976,0.0095,0.3478,0.982,1.0,3.1778,1.2041,2.2148,0.9024,,1.0,0
450,39.0,72.0,1338367.0,1338402.0,96750.03066164737,114.0,79.0,19748.321251509715,120.0,140.0,1400.0,,99351.73897781968,40.0,66867.00251257417,0.4139,0.9429,0.0236,0.2895,0.443,1.0,47467.94313895309,1.5185,1.5441,0.0571,,0.9966,2
709,41.0,206.0,4649858.0,4649920.0,5814.0,,137.0,617639.0,80927.23252741655,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4317,0.3758,48841.70237316946,0.6298,0.4525,0.0,45647.418656058704,10563.895230111486,1.7924,,-0.17,1.0,2
256,357.0,370.0,1483879.0,1483901.0,,26.0,25.0,66510.88274086159,90.0,4467.530997437663,1358.0,1.0,,70.0,0.5258,71308.63077649035,91780.10585124818,0.0096,0.5,0.88,1.0,2.1139,28547.416431883288,1.3424,0.4091,-0.2076,0.4729,1
883,480.0,,40516.87036705745,1263637.0,114.0,15.0,14.0,,80.0,125.0,1687.0,1.0,0.0,70.0,0.5691,0.3214,0.8571,,0.8,,1.0,2.0569,89970.64835554438,,0.1429,-0.1625,0.2901,5
390,1314.0,1333.0,3149494.0,3149542.0,566.0,28.0,49.0,49867.0,70.0,103.0,1387.0,0.0,1.0,40.0,0.0779,0.3794,0.3958,0.0137,0.6786,0.9796,1.0,2.7528,1.2787,1.6812,0.6042,-0.3117,0.9831,2
909,973.0,986.0,58627.10205552761,41071.418367969294,,14.0,,9363.0,75.0,51876.26697138577,1690.0,1.0,,60.0,0.8331,54197.02682232692,63310.26698780505,0.0077,0.9286,1.0,0.0,1.9685,1.1139,1.0414,-0.1539,-0.2135,0.257,5
925,1628.0,1638.0,90790.0156041991,86854.74425398662,87.0,15.0,12.0,8047.0,82.0,97850.38659856576,1692.0,67470.86203050555,0.0,60.0,0.0638,0.275,0.8333,0.0059,80558.0212924669,1.0,,1.9395,1.0,1.0792,43066.7684129338,-0.2774,0.2288,5
1655,1075.0,1084.0,,385922.0,54.0,12.0,,,114.0,133.0,,0.0,1.0,5497.2260214540265,0.4129,0.3333,79715.78741207063,0.0066,0.75,0.9,0.5,48904.34127204706,6967.431605488872,0.9542,0.0,94746.15795105678,0.1862,6
1541,780.0,804.0,3746641.0,3746649.0,44957.8109852008,30.0,18.0,13131.0,125.0,143.0,76629.41027417743,0.0,9026.06595648523,40.0,0.8331,,72331.63798121644,0.0174,0.8,0.4444,0.0,1.9956,91923.41997517033,48389.55009252692,-0.6667,0.0362,0.3241,6
461,41.0,196.0,83001.90070017213,1494716.0,12729.0,634.0,404.0,,96067.32465728401,143.0,,,1.0,40.0,0.0586,0.5488,73062.23828958458,0.1107,0.2445,0.4505,1.0,4.1048,2.1903,5614.573185931393,0.1484,-0.0899,1.0,2
1229,1043.0,1061.0,4019353.0,4019368.0,55596.80117629742,23.0,17.0,94864.89810841726,89.0,118.0,39429.54244450518,,85425.48139043241,97612.78661902894,,0.5667,0.8333,34179.99170801687,0.7826,0.8824,0.0,2.0682,1.2553,,-0.1667,-0.2067,0.4465,5
1169,832.0,856.0,310567.0,310597.0,335.0,39.0,31.0,35066.0,64189.425196275886,,,1.0,0.0,70.0,0.9846,0.5347,61092.90191039323,0.0142,0.6154,0.9677,1.0,2.525,93308.60920301943,1.4771,,,37480.307011484605,5
959,759.0,768.0,3896732.0,,54.0,10.0,8.0,6028.0,90.0,89750.78723496529,27430.99970852978,1.0,0.0,64364.12459073584,,0.25,60690.90075105068,0.0053,0.9,1.0,0.0,1.7324,19487.461833710597,0.9031,-0.1111,-0.1279,33486.890215212676,5
502,41394.74716496947,189.0,2215354.0,64956.55505003206,4881.0,239.0,110.0,52377.7863535535,40.0,68149.93019172233,1404.0,31464.012832940756,1.0,40.0,0.0584,22063.776908282685,65407.09121341449,0.1054,0.6192,34758.363209446616,0.0,3.6885,2.1703,23640.441157633253,-0.6622,-0.1781,1.0,2
740,1002.0,1027.0,,155262.0,62.0,31.0,9.0,7479.0,114.0,132.0,1360.0,1.0,0.0,67710.13860188186,,0.6457,0.28,0.0184,0.8065,0.7778,0.0,1.7924,1.3979,0.8451,-0.72,39575.360817380126,0.2998,3
1850,408.0,415.0,195003.0,195029.0,111.0,14.0,33639.061547374105,16728.0,33439.14426865629,158.0,1353.0,0.0,1.0,,0.6031,41263.518903328026,0.2692,0.0052,0.5,0.963,1.0,,0.8451,33256.73269018117,0.7308,0.1774,0.3097,6
869,1095.0,95294.46463019043,21070.518817972938,3028556.0,41.0,8.0,,68600.88163376602,100.0,123.0,1467.0,,7706.401375577554,,0.4976,0.4675,41985.58014542284,0.0048,0.875,1.0,1.0,1.6128,0.8451,91297.44257721123,0.3636,-0.1362,0.1822,5
732,215.0,340.0,109058.0,109106.0,3630.0,173.0,100.0,292575.0,49566.614093028096,,76184.72802498873,0.0,1.0,40.0,0.2581,0.395,0.384,95503.75693492433,0.7225,,0.0,3.5599,2.0969,58293.3979709931,61272.85321578897,-0.3703,1.0,2
540,103.0,161.0,157419.0,157529.0,2463.0,262.0,168.0,312375.0,116.0,140.0,,0.0,1.0,40.0,0.1515,0.614,0.5273,86910.7062131282,0.2214,0.6548,1.0,3.3915,,17933.237290431935,0.4727,-0.0092,1.0,2
698,94266.06594763155,172.0,2975077.0,2975090.0,170.0,28.0,14.0,6479.184119228743,85374.2973419081,68744.20114401216,94796.73414198634,,1.0,40.0,0.2168,0.4769,70935.12440610885,0.0184,0.8929,0.9286,0.0,2.2304,1.3979,1.1139,95100.89260620765,-0.0481,0.5378,2
1376,445.0,790.0,4569159.0,4569177.0,4307.0,361.0,123.0,,64.0,118.0,17247.64672523391,25600.57951237178,0.0,100.0,0.6544,0.3064,0.0522,0.2537,,85425.51827837374,0.0,70245.14964917861,42230.808882792684,1.2553,-0.9478,-0.3442,1.0,6
1920,,291.0,1488866.0,1488885.0,99022.04014540282,38.0,22.0,23155.0,30314.50092021081,126.0,68727.20508137952,0.0,1.0,40.0,0.3979,0.4632,0.95,0.0147,0.5263,48757.81897332364,,2.3096,1.301,1.2787,-0.05,78585.3350712466,0.6268,6
1146,1539.0,16463.439767208543,68689.33901690345,,260.0,,42189.54916549583,47726.45167238483,52.0,110.0,1692.0,1.0,0.0,,0.1608,0.2353,0.85,0.01,0.7083,1.0,1.0,2.415,1.2305,,0.15,4431.7781487684615,0.5626,5
1032,576.0,583.0,4235272.0,4235283.0,60.0,11.0,11.0,6887.0,85930.84850525136,127.0,1648.0,37487.14747984942,36641.3300824364,,0.699,0.2208,0.6364,59565.847470523135,0.6364,1.0,1.0,,0.8451,1.0414,86224.34850360564,-0.1033,0.1822,5
373,925.0,934.0,19904.028092035853,552388.0,75.0,9.0,,12593.0,150.0,,,,1.0,40.0,38808.32635368165,0.2424,0.8182,62434.10910665742,1.0,36194.0337907599,1.0,,0.9542,1.0414,36720.088458870014,0.3118,0.2051,2
668,41.0,207.0,2336275.0,,5724.0,277.0,,588321.0,37.0,29553.03655500583,1356.0,0.0,,40.0,0.0605,0.5003,,0.1224,0.5993,0.4259,0.0,3.7577,2.2201,1.8389,-0.5843,-0.197,78804.06102455217,2
1482,1567.0,1580.0,62063.38958633748,10076.27608932694,,35.0,49.0,31251.0,87.0,109.0,1692.0,0.0,88562.15066759668,300.0,0.1324,0.4776,0.2708,50823.08890623118,0.3714,0.9796,1.0,2.5132,1.1139,22498.004374822223,0.7292,-0.2511,0.8952,6
358,732.0,40350.47832498755,177076.0,91510.75193011368,,18.0,11.0,,192.0,207.0,1387.0,0.0,1.0,40.0,0.9185,,0.6111,0.013,1.0,1.0,0.0,2.1335,1.2553,1.0414,,0.5613,0.3329,2
968,682.0,693.0,54047.8946732986,1620667.0,126.0,15.0,18.0,14330.0,104.0,133.0,,0.0,1.0,40.0,88356.50915289205,0.3636,0.6111,0.0081,10447.762436004648,74698.95636132655,1.0,2.1004,1.0414,1.2553,0.3889,-0.1115,0.3329,5
784,816.0,822.0,899659.0,899665.0,18.0,8.0,59956.13201661574,2384.0,64588.52720895174,1448.0602840918234,1358.0,0.0,1.0,50.0,0.7894,,94200.05789650702,0.0044,0.75,1.0,,1.2553,0.7782,0.7782,39482.10512289001,98991.05787543645,90256.5798212029,3
736,243.0,370.0,3658370.0,3658511.0,7639.0,13518.330509602572,260.0,819375.0,40.0,135.0,1666.0,0.0,1.0,40.0,0.2917,0.5734,0.9007,0.0762,0.2749,0.5423,1.0,,2.1038,2.1492,23246.728354068513,-0.162,1.0,2
1036,1538.0,1562.0,830518.0,830524.0,1665.9739163623287,25.0,,84813.57569242133,25970.927616693883,9735.566433862497,,1.0,0.0,211.0,72995.69044789043,54821.774578159355,0.25,0.0142,0.96,0.5454,0.0,1.7076,1.3802,0.7782,-0.75,-0.3013,0.2583,5
971,920.0,928.0,1862719.0,38771.155038676094,52.0,9.0,9.0,5816.0,101.0,126.0,1358.0,0.0,1.0,10158.730757630263,0.6333,,99156.48039719345,0.0059,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1262,0.1773,5
1481,254.0,299.0,65006.0,65100.0,1695.0,60757.31812898511,133.0,38660.536476840214,80.0,108.0,1692.0,0.0,1.0,42611.311756303105,0.3002,83087.29851985893,0.4787,,66346.98399186187,0.7068,1.0,27525.796351111043,1.6532,1.9731,0.5213,53530.89222691858,1.0,6
1443,75166.0837319463,312.0,2665729.0,14184.327710909816,124.0,78103.21436621988,14.0,13351.0,85.0,125.0,42035.40947802729,1.0,0.0,100.0,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,1.0,2.0934,63174.330317187785,1.1139,0.0769,-0.1588,20666.098420505274,6
1712,1361.0,1380.0,183725.0,183734.0,103.0,28.0,13.0,10477.0,95.0,111.0,,0.0,1.0,70.0,0.3669,0.3977,0.4737,0.0112,0.6786,0.6923,50075.07217306616,2.0128,1.2787,0.9542,-0.5263,10885.35428901094,9106.355090629115,6
1447,1538.0,1549.0,789340.0,789352.0,100.0,75031.07245429393,12.0,35703.13686787984,77.0,110.0,,1.0,0.0,86579.98989275716,0.1247,18115.43720781439,0.9167,0.0067,,1.0,28381.40108467336,27961.270676366577,1.0414,,0.0833,-0.2611,0.2432,6
1645,26435.272426150168,866.0,17508.0449382904,10624934.0,85999.1662176119,86267.84339891921,,5907.0,115.0,132.0,1360.0,0.0,1.0,40.0,0.7265,0.3194,0.5,0.0044,0.6667,,85920.91996276814,1.6902,0.7782,1.0792,0.5,-0.0582,0.1773,6
1667,,1106.0,4163671.0,11949.188598065019,38641.2620520318,80.0,,54843.03549869752,24.0,89270.04194747751,1356.0,1.0,0.0,59989.92975575688,0.3687,0.4444,0.4444,0.0465,79642.06953240324,0.6087,0.0,2.9912,97468.10891985803,1.4472,,-0.2606,0.9999,6
886,96.0,132.0,7430.0,7458.0,304.3974352948009,42.0,29.0,62225.0,105.0,139.0,1353.0,0.0,1.0,50.0,0.1419,9229.890290610221,0.7778,,0.8571,0.9655,0.0,2.7101,1.5563,1.4472,-0.2222,-0.0524,0.991,5
80,1321.0,,513812.0,,2145.0,134.0,26813.85610729008,228995.0,16.0,21379.089931281647,,0.0,,40.0,74020.36371590968,,0.0904,0.013,86462.29324211658,0.9901,1.0,3.3314,1.2553,2.2989,0.9096,31697.751200600345,1.0,0
1173,31498.7520281784,580.0,532545.0,532556.0,110.0,,11.0,46196.853758516154,19395.518358391873,140.0,1690.0,81335.05795594078,0.0,,0.671,0.2308,0.8461,0.0077,,1.0,0.0,2.0414,1.1139,1.0414,-0.1539,-0.1555,0.257,5
815,1324.0,1333.0,75642.0,21814.61617353241,2706.2367362949312,25.0,39.0,21354.0,93.0,124.0,1353.0,0.0,1.0,12534.356680902692,0.0296,0.4103,0.2308,0.0066,0.36,1.0,1.0,2.316,,1.5911,0.7692,-0.1941,,4
1404,1094.0,1108.0,60668.22546698324,75139.0,197.0,14.0,17.0,22098.0,89.0,132.0,1353.0,0.0,1.0,,0.3622,4564.465215884994,0.8235,0.0104,1.0,76310.804269984,1.0,55093.41085251403,1.1461,1.2305,0.1765,-0.1236,0.3945,6
672,41.0,212.0,2421444.0,2421508.0,5544.0,,159.0,579951.0,43.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4934,8883.210072759895,0.1259,40837.39288139831,0.4025,0.0,,2.233,1.8062,,-0.1827,1.0,2
1488,247.0,272.0,165496.0,165553.0,744.0,72.0,65.0,73055.0,77.0,111.0,1692.0,0.0,1.0,300.0,0.292,0.4779,0.4386,0.0148,93434.86500966262,0.8769,1.0,2.8716,14197.795133498914,1.7559,0.5614,39463.569497047814,0.9994,6
58,1287.0,74347.52841704055,1005865.0,19194.31964031677,27401.04115909078,25.0,,18593.0,47847.40773520548,119.0,82429.21180877594,1.0,0.0,100.0,0.4254,,0.4,42399.53707683059,0.48,53943.115700654955,1.0,2.2648,1.0792,1.4771,0.6,,29083.366398851063,0
134,1555.0,1570.0,1823955.0,1823987.0,,24.0,32.0,29895.0,,126.0,1698.0,0.0,74632.46519433186,90.0,0.1508,0.4063,0.4688,0.0088,0.625,1.0,26381.01331011994,72007.77131156276,1.1761,69068.11165796347,0.5313,57442.4333910765,0.7659,0
1141,112.0,127.0,33720.0,33737.0,178.0,16.0,,17274.0,9034.883634721846,125.0,1692.0,1.0,0.0,31089.31048091611,72786.34485832823,0.302,0.8824,0.0089,0.9375,1.0,1.0,65487.90529335878,1.1761,1.2305,0.1177,-0.2418,0.4219,5
934,947.0,960.0,1388292.0,23549.325434803624,107.0,15.0,,80381.15467688258,65.0,119.0,1690.0,1.0,51867.37758876454,60.0,71250.420351832,0.3141,40739.79808991928,,,1.0,27210.948588510266,2.0294,1.1139,1.0792,54566.38556258933,72004.39882543459,0.2739,5
1636,1568.0,1578.0,698409.0,698420.0,89.0,12.0,11.0,8193.0,,90749.27869395963,1652.0,1.0,,80.0,0.0896,0.1909,0.9091,0.006,0.8333,1.0,20340.46177764507,1.9494,1.0,50166.593008591364,0.0909,-0.2808,0.2173,6
824,1330.0,1334.0,1668998.0,1669028.0,,15.0,30.0,12383.785163261029,5540.96662398853,127.0,94530.44338804932,0.0,1.0,40.0,0.0353,0.3917,0.1333,0.003,0.2667,1.0,60723.73347943264,1.8633,7666.256353800504,1.4771,0.8667,-0.0851,0.2288,4
1215,1065.0,43224.671280147864,3232524.0,37446.97617549702,105.0,,12.0,18748.70996889455,85.0,111.0,1362.0,1.0,41498.16246653701,80.0,0.4141,0.3,0.6667,36376.17894853914,0.7143,25771.10961331982,0.0,68088.6585601592,1.1761,1.0,-0.3333,-0.2348,0.266,5
505,41.0,62070.40596981035,2254407.0,2254463.0,4995.0,232.0,2119.9824652994525,527906.0,39.0,127.0,86280.55350432792,0.0,83952.57580018799,40.0,0.0585,0.4014,66317.16546751806,0.1063,0.6422,0.4516,0.0,3.6985,2.1732,24521.91741844013,-0.6242,-0.1743,,2
1743,40447.22325026384,563.0,1469856.0,90862.56981760508,373.0,60196.502359131024,42.0,42582.0,107.0,31430.331699500257,1604.0,77079.2812041079,1.0,40.0,0.6733,0.4208,0.8214,0.0143,0.3771,0.6667,1.0,2.5717,1.3617,1.4472,0.1786,-0.1081,0.9071,6
348,1198.0,1209.0,1246188.0,1246244.0,295.0,29939.946523774885,56.0,32358.0,96.0,126.0,41888.52885613301,0.0,1.0,175.0,0.2273,94940.97776420956,4096.830656019867,0.0081,54438.6703647143,,1.0,78218.32692794588,78167.72514964138,,26310.878993053622,-0.1431,,1
387,1147.0,,41184.0,,194.0,16.0,17.0,16360.051990314983,71005.84804570577,124.0,1373.0,0.0,11881.960432447602,40.0,0.3074,0.2392,0.8824,0.0109,0.9375,1.0,1.0,2.2878,1.1761,80173.66227855628,0.1177,-0.2267,0.4219,2
1025,,64628.730329380865,3568704.0,3568718.0,64151.74661727239,12.0,14.0,7202.0,104.0,16857.643253867373,1648.0,1.0,0.0,80.0,0.301,0.3571,0.5,60856.99675035631,0.5833,79325.69848301623,1.0,44948.292578269175,0.8451,1.1461,0.5,34185.21928993628,45789.84107088806,5
895,57622.11953228793,1305.0,817238.0,817245.0,46.0,8.0,25047.33849178955,5226.0,97.0,133.0,1690.0,1.0,,60.0,,86111.13565413226,0.875,0.0047,1.0,0.875,0.0,58836.1206384859,0.9031,0.8451,-0.125,,0.1622,5
829,85003.23985110507,1321.0,2396372.0,2396392.0,58.0,15.0,20.0,20174.63148813139,116.0,141.0,,44824.8713820677,1.0,40.0,0.0459,0.5167,15445.311031747011,0.0044,15498.737386731698,1.0,1.0,1.7634,0.7782,1.301,0.7,-0.0052,0.2288,4
1837,86936.48989745505,1273.0,120090.0,120110.0,40356.31497963953,38.0,46.0,83664.58337670984,160.0,,1353.0,0.0,1.0,66117.32465017388,49633.62549702867,0.4211,18802.214242550162,0.0192,0.6842,45887.82458184466,0.0,16589.128303943467,1.415,1.301,-0.2308,,0.8102,6
476,41.0,192.0,53003.339163899334,1094.9383196382944,11711.0,538.0,348.0,1308444.0,95467.07750846188,135.0,1402.0,0.0,,42600.061835433014,51326.0927965861,0.5411,57996.3866580879,0.1077,0.2807,5696.9741894928875,1.0,7646.376839216562,2.179,2.2279,,,1.0,2
1676,947.6772742889494,426.0,2727673.0,2727684.0,71.0,13.0,11.0,7264.0,,,1623.0,1.0,0.0,100.0,31154.439842662297,0.5035,0.8461,0.008,1.0,15790.426937832191,0.0,1.8513,1.1139,1.0414,-0.1539,75958.25442703537,0.257,6
1353,91673.87619689408,1142.0,810184.0,810291.0,1753.0,249.0,132.0,202897.0,101.0,135.0,65770.0722039683,0.0,1.0,40.0,0.3181,0.9275,0.4735,0.1664,0.9076,0.8106,0.0,3.2438,2.3541,2.0294,93937.60682515992,-0.0958,1.0,6
653,69470.95902769773,213.0,43820.552308254155,2119881.0,6025.0,283.0,7222.300938860526,624180.0,,41647.558891117464,59182.764487570086,0.0,1.0,40.0,0.0603,0.4063,0.343,0.1265,73493.71908767878,0.4014,0.0,3.78,2.2355,1.7708,,-0.1906,42931.71914910943,2
